military_rank,tax_number,full_name,birth_date,source_unit,specialty_name,specialty_code,specialty_mos_code,category,training_location,start_date,end_date,completion_order_number,completion_certificate_number,notes
сержант,3076481044,ЗАЙЦЕВ Павло Григорович,03/24/1984,А7014,Кулеметник,101,101255,КІБР,222 брез,11/03/2025,12/21/2025,№429 від 21.12.2025,84354,
старший сержант,3812560271,ГЕРАСИМЕНКО В'ячеслав Андрійович,05/19/2004,А2167,Водій,837,837037,КІБР,333 брез,10/15/2025,12/02/2025,№328 від 02.12.2025,67578,
старший солдат,2595399638,ДЯЧЕНКО Артем Михайлович,01/21/1971,А4010,Гранатометник,107,107543,КІБР,111 брез,11/26/2025,01/22/2026,№291 від 22.01.2026,25994,
головний сержант,3288718890,ДОВЖЕНКО Богдан Петрович,01/15/1990,А0139,Кухар,868,868512,КІБР,242 ЦПП,11/24/2025,01/19/2026,№357 від 19.01.2026,48783,
солдат,3216785604,БІЛОУС Михайло Павлович,01/26/1988,А4754,Кулеметник,101,101255,КІБР,222 брез,11/10/2025,01/02/2026,№458 від 02.01.2026,86337,
головний сержант,2565434020,КИРИЛЕНКО Роман Ігорович,03/28/1970,А0139,Оператор БПЛА,212,212720,КІБР,111 брез,11/21/2025,01/06/2026,№41 від 06.01.2026,35975,
сержант,2789657330,КИРИЛЕНКО Борис Павлович,05/17/1976,А0139,Телеграфіст,402,402721,КІБР,222 брез,10/07/2025,12/06/2025,№352 від 06.12.2025,90481,
старший сержант,3588165132,ПАВЛЕНКО Василь Павлович,03/28/1998,А0139,Стрілець,100,100915,БЗВП,111 брез,11/02/2025,12/20/2025,№187 від 20.12.2025,73040,
старший сержант,3760452271,ДОВЖЕНКО Володимир Валерійович,12/15/2002,А2167,Сапер,166,166611,КІБР,242 ЦПП,11/04/2025,12/24/2025,№19 від 24.12.2025,85533,
головний сержант,3378986727,БІЛОУС В'ячеслав Сергійович,07/05/1992,А0501,Гранатометник,107,107543,КІБР,222 брез,10/20/2025,12/09/2025,№273 від 09.12.2025,98158,
старший солдат,2798906532,МАРТИНЕНКО Борис Сергійович,08/18/1976,А0501,Оператор БПЛА,212,212720,КІБР,242 ЦПП,11/24/2025,01/20/2026,№85 від 20.01.2026,10692,
старший сержант,3012480067,ГРИЦЕНКО Сергій Олегович,06/23/1982,А7014,Механік-водій,121,121223,КІБР,111 брез,10/13/2025,12/08/2025,№38 від 08.12.2025,21090,
головний сержант,3330538980,МАРТИНЕНКО Володимир Богданович,03/09/1991,А1126,Сапер,166,166611,КІБР,333 брез,11/28/2025,01/19/2026,№211 від 19.01.2026,99782,
сержант,2587789532,КРАВЧЕНКО Дмитро Сергійович,11/06/1970,А0998,Механік-водій,121,121223,КІБР,242 ЦПП,11/20/2025,01/12/2026,№292 від 12.01.2026,85762,
молодший сержант,2680311341,МОРОЗ Гліб Валерійович,05/20/1973,А0501,Бойовий медик,878,878453,КІБР,111 брез,11/26/2025,01/14/2026,№204 від 14.01.2026,59589,
головний сержант,3379751480,КОРШЕВНЮК Олексій Олегович,07/13/1992,А2167,Телеграфіст,402,402721,КІБР,111 брез,11/07/2025,01/05/2026,№187 від 05.01.2026,34205,
старший солдат,2903758806,ЛИТВИН Руслан Іванович,07/02/1979,А0998,Телеграфіст,402,402721,КІБР,111 брез,11/07/2025,01/06/2026,№442 від 06.01.2026,78212,
сержант,3680828377,СИДОРЕНКО Руслан Валерійович,10/10/2000,А0998,Водій,837,837037,КІБР,111 брез,11/20/2025,01/07/2026,№238 від 07.01.2026,33911,
головний сержант,3160436610,КОРШЕВНЮК Віктор Віталійович,07/12/1986,А4010,Снайпер,110,110001,КІБР,242 ЦПП,11/03/2025,12/24/2025,№55 від 24.12.2025,57474,
старший солдат,3050283458,ВОРОНОВ Богдан Андрійович,07/06/1983,А7014,Радіотелефоніст,403,403733,КІБР,121 НЦ,10/16/2025,12/08/2025,№317 від 08.12.2025,16858,
старший солдат,2572381632,ТИЩЕНКО В'ячеслав Володимирович,06/05/1970,А4754,Оператор БПЛА,212,212720,КІБР,242 ЦПП,11/25/2025,01/13/2026,№113 від 13.01.2026,15593,
сержант,3359463820,БІЛОУС Вадим Ігорович,12/23/1991,А0666,Механік-водій,121,121223,КІБР,333 брез,10/23/2025,12/12/2025,№24 від 12.12.2025,67253,
старший солдат,3554133475,ХОТЯНОВИЧ Іван Миколайович,04/22/1997,А1126,Кухар,868,868512,КІБР,333 брез,11/19/2025,01/13/2026,№372 від 13.01.2026,33027,
молодший сержант,3268843289,ПАНЧЕНКО Василь Олександрович,06/30/1989,А4007,Розвідник,106,106642,КІБР,222 брез,11/13/2025,01/04/2026,№368 від 04.01.2026,26528,
старший сержант,2862310316,МОРОЗ Сергій Юрійович,05/14/1978,А0501,Снайпер,110,110001,КІБР,121 НЦ,10/18/2025,12/10/2025,№214 від 10.12.2025,90219,
старший солдат,3795136779,ЗАЙЦЕВ Вадим Олегович,11/27/2003,А0501,Гранатометник,107,107543,КІБР,222 брез,10/04/2025,11/22/2025,№383 від 22.11.2025,41585,
молодший сержант,2913432133,ХОТЯНОВИЧ Олег Григорович,10/07/1979,А1126,Кулеметник,101,101255,КІБР,222 брез,10/25/2025,12/22/2025,№5 від 22.12.2025,78500,
старший сержант,2890198330,КУЗЬМЕНКО Вадим Анатолійович,02/16/1979,А2167,Водій,837,837037,КІБР,121 НЦ,11/25/2025,01/17/2026,№177 від 17.01.2026,90562,
головний сержант,3659503825,ЯКОВЕНКО Микола Миколайович,03/11/2000,А1126,Стрілець,100,100915,БЗВП,242 ЦПП,10/05/2025,11/22/2025,№209 від 22.11.2025,62948,
молодший сержант,3108117549,КОЗАК Артем Іванович,02/04/1985,А0501,Снайпер,110,110001,КІБР,111 брез,11/10/2025,12/29/2025,№58 від 29.12.2025,66584,
молодший сержант,3253044164,ПОЛІЩУК Ігор Сергійович,01/23/1989,А0998,Телеграфіст,402,402721,КІБР,333 брез,10/14/2025,11/28/2025,№392 від 28.11.2025,15813,
старший сержант,3665782334,ВОРОНОВ Костянтин Михайлович,05/12/2000,А0501,Гранатометник,107,107543,КІБР,111 брез,11/11/2025,12/26/2025,№355 від 26.12.2025,31860,
молодший сержант,2842682274,БІЛОУС Петро Валерійович,10/29/1977,А0139,Бойовий медик,878,878453,КІБР,333 брез,11/09/2025,01/07/2026,№403 від 07.01.2026,64833,
старший солдат,3285001458,БІЛОУС Артем Глібович,12/09/1989,А1126,Заряджаючий,113,113251,КІБР,222 брез,11/07/2025,12/30/2025,№147 від 30.12.2025,96327,
сержант,2972778258,КОЗАК Іван Михайлович,05/22/1981,А4010,Снайпер,110,110001,КІБР,121 НЦ,11/22/2025,01/15/2026,№361 від 15.01.2026,37003,
сержант,3136005610,ПАВЛЕНКО В'ячеслав Олегович,11/10/1985,А1126,Водій,837,837037,КІБР,222 брез,11/15/2025,12/30/2025,№72 від 30.12.2025,81614,
старший солдат,2706912920,ОЛІЙНИК Руслан Глібович,02/10/1974,А0998,Телеграфіст,402,402721,КІБР,222 брез,11/27/2025,01/24/2026,№459 від 24.01.2026,17042,
солдат,2906702762,ЛИТВИН Олексій Петрович,08/01/1979,А4010,Водій,837,837037,КІБР,111 брез,10/10/2025,12/06/2025,№206 від 06.12.2025,10101,
молодший сержант,3658444550,САВЧЕНКО Максим Юрійович,02/29/2000,А4010,Снайпер,110,110001,КІБР,333 брез,10/01/2025,11/25/2025,№84 від 25.11.2025,64542,
старший сержант,3793706370,САВЧЕНКО Костянтин Володимирович,11/13/2003,А4007,Водій,837,837037,КІБР,333 брез,10/09/2025,12/01/2025,№235 від 01.12.2025,91366,
сержант,2590918900,ГЕРАСИМЕНКО Михайло Олександрович,12/08/1970,А0501,Оператор БПЛА,212,212720,КІБР,111 брез,10/06/2025,11/30/2025,№127 від 30.11.2025,17373,
головний сержант,3435788353,ПАВЛЕНКО Олександр Олександрович,01/24/1994,А0139,Кулеметник,101,101255,КІБР,111 брез,11/09/2025,12/31/2025,№238 від 31.12.2025,17306,
молодший сержант,3332094534,ЛИТВИН Вадим Юрійович,03/24/1991,А0139,Бойовий медик,878,878453,КІБР,121 НЦ,11/18/2025,01/02/2026,№496 від 02.01.2026,55886,
головний сержант,2560185639,КУЗЬМЕНКО Гліб Сергійович,02/03/1970,А0998,Заряджаючий,113,113251,КІБР,111 брез,11/12/2025,01/11/2026,№70 від 11.01.2026,19861,
старший сержант,3167697260,ШЕВЧЕНКО Артем Степанович,09/22/1986,А0501,Сапер,166,166611,КІБР,242 ЦПП,10/17/2025,12/12/2025,№116 від 12.12.2025,54560,
солдат,3235077752,ПАВЛЕНКО В'ячеслав Віталійович,07/27/1988,А1126,Водій,837,837037,КІБР,111 брез,10/19/2025,12/14/2025,№467 від 14.12.2025,27950,
старший солдат,3001121835,БІЛОУС Юрій Юрійович,03/02/1982,А4010,Оператор БПЛА,212,212720,КІБР,111 брез,10/17/2025,12/03/2025,№243 від 03.12.2025,32595,
молодший сержант,2998875993,КРАВЧЕНКО Микола Олегович,02/07/1982,А4007,Телеграфіст,402,402721,КІБР,242 ЦПП,11/09/2025,12/25/2025,№443 від 25.12.2025,48594,
головний сержант,2637030900,КОРШЕВНЮК Руслан Володимирович,03/13/1972,А0139,Телеграфіст,402,402721,КІБР,111 брез,10/17/2025,12/14/2025,№190 від 14.12.2025,62670,
солдат,2891695516,ТКАЧУК Павло Миколайович,03/03/1979,А1126,Бойовий медик,878,878453,КІБР,111 брез,11/22/2025,01/14/2026,№182 від 14.01.2026,48401,
молодший сержант,2790607460,СИДОРЕНКО Віктор Іванович,05/27/1976,А4754,Оператор БПЛА,212,212720,КІБР,222 брез,10/09/2025,11/25/2025,№322 від 25.11.2025,38821,
сержант,3763301218,ГРИЦЕНКО Анатолій Олександрович,01/13/2003,А1126,Сапер,166,166611,КІБР,121 НЦ,10/26/2025,12/15/2025,№131 від 15.12.2025,78016,
молодший сержант,2830439679,КОТОВ Дмитро Олегович,06/29/1977,А0139,Радіотелефоніст,403,403733,КІБР,222 брез,10/01/2025,11/16/2025,№105 від 16.11.2025,18709,
сержант,2760310100,МАРТИНЕНКО Олександр Валерійович,07/29/1975,А1126,Механік-водій,121,121223,КІБР,111 брез,11/10/2025,12/30/2025,№184 від 30.12.2025,69124,
головний сержант,2686056008,ХОТЯНОВИЧ Василь Ігорович,07/16/1973,А4754,Оператор БПЛА,212,212720,КІБР,242 ЦПП,11/03/2025,12/31/2025,№5 від 31.12.2025,38149,
старший солдат,3662305994,ШЕВЧЕНКО Іван Михайлович,04/08/2000,А7014,Стрілець,100,100915,БЗВП,242 ЦПП,10/12/2025,12/06/2025,№199 від 06.12.2025,86372,
сержант,2908720439,ОЛІЙНИК Олег Степанович,08/21/1979,А0139,Механік-водій,121,121223,КІБР,333 брез,10/25/2025,12/20/2025,№465 від 20.12.2025,10094,
старший солдат,3722769518,ЛИТВИН Іван Миколайович,12/03/2001,А1126,Кухар,868,868512,КІБР,111 брез,11/21/2025,01/20/2026,№162 від 20.01.2026,79642,
молодший сержант,3423250692,ГРИЦЕНКО Денис Григорович,09/21/1993,А4007,Заряджаючий,113,113251,КІБР,222 брез,10/22/2025,12/16/2025,№180 від 16.12.2025,42258,
молодший сержант,3722648508,ГРИЦЕНКО Денис Віталійович,12/02/2001,А0139,Телеграфіст,402,402721,КІБР,333 брез,10/08/2025,12/05/2025,№133 від 05.12.2025,49376,
солдат,2722456854,КОРШЕВНЮК Валерій Олегович,07/15/1974,А4010,Оператор БПЛА,212,212720,КІБР,242 ЦПП,11/15/2025,01/07/2026,№467 від 07.01.2026,81606,
старший солдат,3336864840,КОЗАК Віталій Павлович,05/11/1991,А7014,Розвідник,106,106642,КІБР,121 НЦ,10/08/2025,11/25/2025,№97 від 25.11.2025,96338,
